adm1,LGA,smc_plan1,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday,scenario
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2028,1,-1,1,0.6,5,3106,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2028,2,-1,1,0.6,5,3136,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2028,3,-1,1,0.6,5,3166,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2028,4,-1,1,0.6,5,3196,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2029,1,-1,1,0.6,5,3471,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 7
Kwara,Oke-Ero,SMC in PAAR,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2028,1,-1,1,0.6,5,3106,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2028,2,-1,1,0.6,5,3136,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2028,3,-1,1,0.6,5,3166,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2028,4,-1,1,0.6,5,3196,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2029,1,-1,1,0.6,5,3471,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 7
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2028,1,-1,1,0.6,5,3106,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2028,2,-1,1,0.6,5,3136,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2028,3,-1,1,0.6,5,3166,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2028,4,-1,1,0.6,5,3196,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2029,1,-1,1,0.6,5,3471,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 7
Kwara,Pategi,SMC in PAAR,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2020,1,-1,1,0.6,5,186,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2020,2,-1,1,0.6,5,216,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2020,3,-1,1,0.6,5,246,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2020,4,-1,1,0.6,5,276,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2021,1,-1,1,0.6,5,551,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2021,2,-1,1,0.6,5,581,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2021,3,-1,1,0.6,5,611,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2021,4,-1,1,0.6,5,641,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2022,1,-1,1,0.6,5,916,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2022,2,-1,1,0.6,5,946,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2022,3,-1,1,0.6,5,976,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2022,4,-1,1,0.6,5,1006,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2023,1,-1,1,0.6,5,1281,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2023,2,-1,1,0.6,5,1311,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2023,3,-1,1,0.6,5,1341,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2023,4,-1,1,0.6,5,1371,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2024,1,-1,1,0.6,5,1646,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2024,2,-1,1,0.6,5,1676,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2024,3,-1,1,0.6,5,1706,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2024,4,-1,1,0.6,5,1736,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2025,1,-1,1,0.6,5,2011,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2025,2,-1,1,0.6,5,2041,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2025,3,-1,1,0.6,5,2071,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2025,4,-1,1,0.6,5,2101,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2026,1,-1,1,0.6,5,2376,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2026,2,-1,1,0.6,5,2406,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2026,3,-1,1,0.6,5,2436,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2026,4,-1,1,0.6,5,2466,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2027,1,-1,1,0.6,5,2741,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2027,2,-1,1,0.6,5,2771,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2027,3,-1,1,0.6,5,2801,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2027,4,-1,1,0.6,5,2831,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2028,1,-1,1,0.6,5,3106,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2028,2,-1,1,0.6,5,3136,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2028,3,-1,1,0.6,5,3166,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2028,4,-1,1,0.6,5,3196,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2029,1,-1,1,0.6,5,3471,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2029,2,-1,1,0.6,5,3501,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2029,3,-1,1,0.6,5,3531,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2029,4,-1,1,0.6,5,3561,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2030,1,-1,1,0.6,5,3836,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2030,2,-1,1,0.6,5,3866,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2030,3,-1,1,0.6,5,3896,scenario 7
Yobe,Potiskum,SMC,Darazo,july,2030,4,-1,1,0.6,5,3926,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2020,1,-1,1,0.969736842,5,186,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2020,2,-1,1,0.994736842,5,214,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2020,3,-1,1,0.992105263,5,242,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2020,4,-1,1,0.6,5,270,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,551,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,579,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,607,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,635,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2022,1,-1,1,0.969736842,5,916,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2022,2,-1,1,0.994736842,5,944,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2022,3,-1,1,0.992105263,5,972,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2022,4,-1,1,0.6,5,1000,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2023,1,-1,1,0.969736842,5,1281,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2023,2,-1,1,0.994736842,5,1309,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2023,3,-1,1,0.992105263,5,1337,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2023,4,-1,1,0.6,5,1365,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2024,1,-1,1,0.969736842,5,1646,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2024,2,-1,1,0.994736842,5,1674,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2024,3,-1,1,0.992105263,5,1702,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2024,4,-1,1,0.6,5,1730,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2025,1,-1,1,0.969736842,5,2011,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2025,2,-1,1,0.994736842,5,2039,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2025,3,-1,1,0.992105263,5,2067,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2025,4,-1,1,0.6,5,2095,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2026,1,-1,1,0.969736842,5,2376,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2026,2,-1,1,0.994736842,5,2404,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2026,3,-1,1,0.992105263,5,2432,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2026,4,-1,1,0.6,5,2460,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2027,1,-1,1,0.969736842,5,2741,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2027,2,-1,1,0.994736842,5,2769,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2027,3,-1,1,0.992105263,5,2797,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2027,4,-1,1,0.6,5,2825,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2028,1,-1,1,0.969736842,5,3106,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2028,2,-1,1,0.994736842,5,3134,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2028,3,-1,1,0.992105263,5,3162,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2028,4,-1,1,0.6,5,3190,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2029,1,-1,1,0.969736842,5,3471,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2029,2,-1,1,0.994736842,5,3499,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2029,3,-1,1,0.992105263,5,3527,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2029,4,-1,1,0.6,5,3555,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2030,1,-1,1,0.969736842,5,3836,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2030,2,-1,1,0.994736842,5,3864,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2030,3,-1,1,0.992105263,5,3892,scenario 7
Sokoto,Rabah,SMC,Gawabawa,august,2030,4,-1,1,0.6,5,3920,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2028,1,-1,1,0.6,5,3106,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2028,2,-1,1,0.6,5,3136,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2028,3,-1,1,0.6,5,3166,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2028,4,-1,1,0.6,5,3196,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2029,1,-1,1,0.6,5,3471,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 7
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 7
Kano,Rano,SMC,Gwarzo,august,2020,1,-1,1,0.6,5,223,scenario 7
Kano,Rano,SMC,Gwarzo,august,2020,2,-1,1,0.6,5,253,scenario 7
Kano,Rano,SMC,Gwarzo,august,2020,3,-1,1,0.6,5,283,scenario 7
Kano,Rano,SMC,Gwarzo,august,2020,4,-1,1,0.6,5,313,scenario 7
Kano,Rano,SMC,Gwarzo,august,2021,1,-1,1,0.6,5,588,scenario 7
Kano,Rano,SMC,Gwarzo,august,2021,2,-1,1,0.6,5,618,scenario 7
Kano,Rano,SMC,Gwarzo,august,2021,3,-1,1,0.6,5,648,scenario 7
Kano,Rano,SMC,Gwarzo,august,2021,4,-1,1,0.6,5,678,scenario 7
Kano,Rano,SMC,Gwarzo,august,2022,1,-1,1,0.6,5,953,scenario 7
Kano,Rano,SMC,Gwarzo,august,2022,2,-1,1,0.6,5,983,scenario 7
